Gold_Ingredient_Name,CAS_Number,Banned_in_California,Banned_in_Taiwan,Banned_in_EU,Aliases,Notes
"1Rs,5Sr)-5-(4-Chlorobenzyl)-2,2-Dimethyl-1-(1H-1,2,4-Triazol-1-Ylmethyl)Cyclopentanol",125116-23-6,No,No,Yes,,(EU) 2019/831
"2',4',5',7'-Tetraiodofluorescein, Its Disodium Salt (Acid Red 51","15905-32-5, 16423-68-0, 12227-78-0",No,No,Yes,,(EC) 2013/344
"2'- [(Rs)-1,3-Dimethylbutyl]-5-Fluoro-1,3-Dimethylpyrazole-4-Carboxanilide",494793-67-8,No,No,Yes,,(EU) 2021/1902
"2,2',6,6'-Tetrabromo-4,4'-Isopropylidenediphenol",79-94-7,No,No,Yes,,(EU) 2025/877
"2,2'- Azo)Phenyl)Imino)Bisethanol  And Its Salts",23355-64-8,No,Yes,No,,
"2,2'-((3,3',5,5'-Tetramethyl-(1,1'-Biphenyl)-4,4'-Diyl)-Bis(Oxymethylene))-Bis-Oxirane",85954-11-6,No,No,Yes,,(EU) 2019/831
"2,2'-((3-Chloro-4-((2,6-Dichloro-4-Nitrophenyl)Azo)Phenyl)Imino)Bisethanol (Disperse Brown 1) And Its Salts, When Used As A Substance In Hair Dye Products",23355-64-8,No,No,Yes,,(EC) 2009/1223
"2,2'-(1,2-Ethenediyl)Bis[5-((4-Ethoxyphenyl)Azo]Benzenesulfonic Acid) And Its Salts, When Used As A Substance In Hair Dye Products",2870-32-8,No,No,Yes,,(EC) 2009/1223
"2,2'-(Nitrosoimino)Bisethanol","62-75-9, 621-64-7, 1116-54-7",No,No,Yes,,(EC) 2009/1223
"2,2'-Bioxirane (1,2:3,4-Diepoxybutane)",1464-53-5,No,No,Yes,,(EC) 2009/1223
"2,2'-Bis[5-Azo]Benzenesulfonic Acid) And Its Salts",2870-32-8,No,Yes,No,,
"2,2'-Dihydroxy-3,3',5,5',6,6'-Hexachlorodiphenylmethane (Hexachlorophene (Inn))",70-30-4,No,No,Yes,,(EC) 2009/1223
"2,2'-Dihydroxy-3,3',5,5',6,6'-Hexachlorodiphenylmethane )",70-30-4,No,Yes,No,,
"2,2'-Methylenediphenyl Diisocyanate","101-68-8, 2536-05-2, 5873-54-1, 26447-40-5",No,No,Yes,,(EU) 2019/831
"2,2'-Oxydiethanol For Traces Level, See Annex Iii",111-46-6,No,No,Yes,,(EC) 2013/344
"2,2'-[(3,3'-Dichloro[1,1'-Biphenyl]-4,4'-Diyl)Bis(Azo)]Bis[3-Oxo-N-Phenylbutanamide] (Pigment Yellow 12) And Its Salts, When Used As A Substance In Hair Dye Products",6358-85-6,No,No,Yes,,(EC) 2009/1223
"2,2'-[(3,3'-Dichloro[1,1'-Biphenyl]-4,4'-Diyl)Bis(Azo)]Bis[N-(2,4-Dimethylphenyl)-3-Oxobutyramide] (Pigment Yellow 13",5102-83-0,No,No,Yes,,(EC) 2013/344
"2,2'-[Bis]Bis[3-Oxo-N-Phenylbutanamide]  And Its Salts",6358-85-6,No,Yes,No,,
"2,2'-[Cyclohexylidenebis[(2-Methyl-4,1-Phenylene)Azo]]Bis[4-Cyclohexylphenol] (Solvent Yellow 29",6706-82-7,No,No,Yes,,(EC) 2013/344
"2,2,2 -Trichloroethane-1,1-Diol",302-17-0,No,Yes,No,,
"2,2,2-Tribromoethanol (Tribromoethyl Alcohol)",75-80-9,No,No,Yes,,(EC) 2009/1223
"2,2,2-Trichloroethane-1,1-Diol",302-17-0,No,No,Yes,,(EC) 2009/1223
"2,2,6-Trimethyl-4-Piperidyl Benzoate (Eucaine) And Its Salts",500-34-5,No,No,Yes,,(EC) 2009/1223
"2,2-Bis(Acryloyloxymethyl)Butyl Acrylate",15625-89-5,No,No,Yes,,(EU) 2023/1490
"2,2-Bis(Bromomethyl) Propane-1,3-Diol",3296-90-0,No,No,Yes,,(EU) 2021/1902
"2,2-Dibromo-2-Nitroethanol",69094-18-4,No,No,Yes,,(EC) 2009/1223
"2,2-Dimethyl-3-(2-Methyl-1-Propenyl)Cyclopropanecarboxylic Acid (1,3,4,5,6,7-Hexahydro-1,3-Dioxo-2H-Isoindol-2-Yl)Methyl Ester",7696-12-0,No,No,Yes,,(EU) 2019/1966
"2,2-Dimethylpropan-1-Ol,Tribromo Derivative","36483-57-5, 1522-92-5",No,No,Yes,,(EU) 2023/1490
"2,3,4-Trichlorobut-1-Ene",2431-50-7,No,No,Yes,,(EC) 2009/1223
"2,3,5,6-Tetrafluorobenzyl (1R,3S)-3-(2,2-Dichlorovinyl)-2,2-Dimethylcyclopropanecarboxylate",118712-89-3,No,No,Yes,,(EU) 2025/877
"2,3,7,8-Tetrachlorodibenzo-P-Dioxin",1746-01-6,No,Yes,No,,
"2,3,7,8-Tetrachlorodibenzo-P-Dioxin (Tcdd)",1746-01-6,No,No,Yes,,(EC) 2009/1223
"2,3-Dibromopropan-1-Ol",96-13-9,No,Yes,Yes,,(EC) 2009/1223
"2,3-Dichloro-2-Methylbutane",507-45-9,No,No,Yes,,(EC) 2009/1223
"2,3-Dichloropropene",78-88-6,No,No,Yes,,(EC) 2009/1223
"2,3-Dihydro-2,2-Dimethyl-6-[(4-(Phenylazo)-1-Naphthelenyl)Azo]-1H-Pyrimidine (Solvent Black 3) And Its Salts, When Used As A Substance In Hair Dye Products",4197-25-5,No,No,Yes,,(EC) 2009/1223
"2,3-Dihydro-2,2-Dimethyl-6-[-1-Naphthelenyl)Azo]-1H-Pyrimidine  And Its Salts",4197-25-5,No,Yes,No,,
"2,3-Dinitrotoluene",602-01-7,No,No,Yes,,(EC) 2009/1223
"2,3-Epoxypropan-1-Ol",556-52-5,No,Yes,No,,
"2,3-Epoxypropan-1-Ol (Glycidol)",556-52-5,No,No,Yes,,(EC) 2009/1223
"2,3-Epoxypropyl Methacrylate",106-91-2,No,No,Yes,,(EU) 2019/831
"2,3-Epoxypropyl Neodecanoate",26761-45-5,No,No,Yes,,(EU) 2026/78
"2,3-Epoxypropyl O-Tolyl Ether",2210-79-9,No,No,Yes,,(EC) 2009/1223
"2,3-Epoxypropyltrimethylammonium Chloride",3033-77-0,No,No,Yes,,(EU) 2019/831
"2,3-Naphthalenediol",92-44-4,No,Yes,No,,
"2,3-Naphthalenediol, When Used As A Substance In Hair Dye Products",92-44-4,No,No,Yes,,(EC) 2009/1223
"2,4,5-Trichlorophenol",95-95-4,No,Yes,No,,
"2,4,5-Trimethylaniline","137-17-7, 21436-97-5",No,No,Yes,,(EC) 2009/1223
"2,4,5-Trimethylaniline Hydrochloride","137-17-7, 21436-97-5",No,No,Yes,,(EC) 2009/1223
"2,4,5-Trimethylaniline/2,4,5-Trimethylaniline Hydrochloride",137-17-7/21436-97-5,No,Yes,No,,
"2,4,6,8-Tetramethyl- 1,3,5,7-Tetraoxacyclooctane",108-62-3,No,No,Yes,,(EU) 2021/850
"2,4,6-Tri-Tert-Butylphenol",732-26-3,No,No,Yes,,(EU) 2023/1490
"2,4,6-Trichlorophenol",88-06-2,No,Yes,Yes,,(EC) 2009/1223
"2,4-Diamino-5-Methylphenetol And Its Hcl Salt",113715-25-6,No,Yes,No,,
"2,4-Diamino-5-Methylphenetol And Its Hcl Salt, When Used As A Substance In Hair Dye Products",113715-25-6,No,No,Yes,,(EC) 2009/1223
"2,4-Diamino-5-Methylphenoxyethanol And Its Salts",141614-05-3/113715-27-8,No,Yes,No,,
"2,4-Diamino-5-Methylphenoxyethanol And Its Salts, When Used As A Substance In Hair Dye Products","141614-05-3, 113715-27-8",No,No,Yes,,(EC) 2009/1223
"2,4-Diaminodiphenylamine",136-17-4,No,Yes,No,,
"2,4-Diaminodiphenylamine, When Used As A Substance In Hair Dye Products",136-17-4,No,No,Yes,,(EC) 2009/1223
"2,4-Diaminophenylethanol And Its Salts",14572-93-1,No,No,Yes,,(EC) 2009/1223
"2,4-Dihydroxy-3-Methylbenzaldehyde, When Used As A Fragrance Ingredient",6248-20-0,No,No,Yes,,(EC) 2009/1223
"2,4-Dinitrotoluene","121-14-2, 25321-14-6",No,No,Yes,,(EC) 2009/1223
"2,4-Dinitrotoluene; Dinitrotoluene, Technical Grade",121-14-2/ 25321-14-6,No,Yes,No,,
"2,4-Hexadienal",142-83-6,No,Yes,No,,
"2,5-Dinitrotoluene",619-15-8,No,No,Yes,,(EC) 2009/1223
"2,6-Bis(2-Hydroxyethoxy)-3,5-Pyridinediamine And Its Hcl Salt, When Used As A Substance In Hair Dye Products",117907-42-3,No,No,Yes,,(EC) 2009/1223
"2,6-Bis-3,5-Pyridinediamine And Its Hcl Salt",117907-42-3,No,Yes,No,,
"2,6-Dibromo-4-Cyanophenyl Octanoate",1689-99-2,No,No,Yes,,(EC) 2009/1223
"2,6-Dichloro-N-[3-Chloro-5-(Trifluoromethyl)-2-Pyridylmethyl]Benzamide",,No,No,Yes,,(EU) 2023/1490
"2,6-Dihydroxy-4-Methyl-Benzaldehyde",526-37-4,No,Yes,No,,
"2,6-Dihydroxy-4-Methyl-Benzaldehyde (Atranol)",526-37-4,No,No,Yes,,(EU) 2017/1410
"2,6-Dihydroxy-4-Methylpyridine And Its Salts",4664-16-8,No,Yes,No,,
"2,6-Dihydroxy-4-Methylpyridine And Its Salts, When Used As A Substance In Hair Dye Products",4664-16-8,No,No,Yes,,(EC) 2009/1223
"2,6-Dimethyl-1,3-Dioxan-4-Yl Acetate",828-00-2,No,Yes,No,,
"2,6-Dimethyl-1,3-Dioxan-4-Yl Acetate (Dimethoxane)",828-00-2,No,No,Yes,,(EC) 2009/1223
"2,6-Dinitro-N,N-Dipropyl-4-Trifluoromethylaniline",1582-09-8,No,No,Yes,,(EU) 2019/831
"2,6-Dinitrotoluene",606-20-2,No,Yes,Yes,,(EC) 2009/1223
"2,7 -Naphthalenedisulfonic Acid, 5--4-Hydroxy-3-Azo)- And Its Salts",6441-93-6,No,Yes,No,,
"2,7-Naphthalenedisulfonic Acid, 5-(Acetylamino)-4-Hydroxy-3-((2-Methylphenyl)Azo)- And Its Salts, When Used As A Substance In Hair Dye Products",6441-93-6,No,No,Yes,,(EC) 2009/1223
"2,7-Naphthalenedisulfonic Acid, Nickel(Ii) Salt","16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
2- Chloro-N-(Ethoxymethyl)-N-(2-Ethyl-6- Methylphenyl)Acetamide,34256-82-1,No,No,Yes,,(EU) 2019/1966
2-(2-Aminoethylamino)Ethanol,111-41-1,No,No,Yes,,(EU) 2019/831
2-(2-Furyl)-1H-Benzimidazole,3878-19-1,No,No,Yes,,(EU) 2019/831
"2-(3,6-Dihydroxy-2,4,5,7-Tetrabromoxanthen-9-Yl)Benzoic Acid","15086-94-9, 17372-87-1, 15876-39-8",No,No,Yes,,(EC) 2013/344
"2-(4-Allyl-2-Methoxyphenoxy)-N,N-Diethylacetamide And Its Salts",305-13-5,No,No,Yes,,(EC) 2009/1223
"2-(4-Chlorophenyl)-2-(1H-1,2,4-Triazol-1-Ylmethyl)Hexanenitrile",88671-89-0,No,No,Yes,,(EC) 2009/1223
2-(4-Tert-Butylphenyl)Ethanol,5406-86-0,No,No,Yes,,(EC) 2009/1223
2-(6-Hydroxy-3-Oxo-(3H)Xanthen-9-Yl)Benzoic Acid,"2321-07-5, 518-47-8",No,No,Yes,,(EC) 2013/344
"2-(Alpha-Cyclohexylbenzyl)-N,N,N',N'-Tetraethyl-1,3-Propanediamine",3590-16-7,No,No,Yes,,(EC) 2009/1223
2-(Dimethylamino)-2-[(4-Methylphenyl)Methyl]-1-[4-(Morpholin-4-Yl)Phenyl]Butan-1-One,119344-86-4,No,No,Yes,,(EU) 2026/78
"2-(Dimethylamino)-5,6-Dimethylpyrimidin-4-Yl Dimethylcarbamate",23103-98-2,No,No,Yes,,(EU) 2019/1966
2-(N-Ethoxybutanimidoyl)-3-Hydroxy-5-(Tetrahydro-2H-Thiopyran-3-Yl)Cyclohex-2-En-1-One,101205-02-1,No,No,Yes,,(EU) 2019/831
2-(N-Ethoxypropanimidoyl)-3-Hydroxy-5-Mesitylcyclohex-2-En-1-One,87820-88-0,No,No,Yes,,(EU) 2019/831
"2-Amino-1,2-Bis(4-Methoxyphenyl)Ethanol And Its Salts",530-34-7,No,No,Yes,,(EC) 2009/1223
"2-Amino-3-Chloro-1,4-Naphthoquinone",2797-51-5,No,No,Yes,,(EU) 2023/1490
2-Amino-3-Nitrophenol And Its Salts,603-85-0,No,Yes,No,,
"2-Amino-3-Nitrophenol And Its Salts, When Used As A Substance In Hair Dye Products",603-85-0,No,No,Yes,,(EC) 2009/1223
2-Amino-4-Nitrophenol,99-57-0,No,No,Yes,,(EC) 2009/1223
2-Amino-5-Nitrophenol,121-88-0,No,No,Yes,,(EC) 2009/1223
2-Aminoethanol Monoester With Boric Acid,10377-81-8,Yes,No,No,,Ban Year: 2027
"2-Aminoethanol, Monoester With Boric Acid","12008-41-2, 12280-03-4, 10377-81-8, 68003-13-4, 12712-38-8, 1332-07-6, 12267-73-1, 13840-56-7, 1303-96-4, 12179-04-3",No,No,Yes,,(EU) 2019/1966
2-Aminomethyl-P-Aminophenol And Its Hcl Salt,79352-72-0,No,Yes,No,,
"2-Aminomethyl-P-Aminophenol And Its Hcl Salts, When Used As A Substance In Hair Dye Products",79352-72-0,No,No,Yes,,(EC) 2009/1223
2-Aminophenol,"95-55-6, 67845-79-8, 51-19-4",No,No,Yes,,(EC) 2013/344
2-Aminophenol Hydrochloride,"95-55-6, 67845-79-8, 51-19-4",No,No,Yes,,(EC) 2013/344
2-Benzyl-2-Dimethylamino-4'- Morpholinobutyrophenone,119313-12-1,No,No,Yes,,(EU) 2019/1966
2-Benzyl-4-Chlorophenol,120-32-1,No,No,Yes,,(EU) 2019/831
2-Bromopropane,75-26-3,No,No,Yes,,(EC) 2009/1223
2-Butanone Oxime,96-29-7,No,No,Yes,,(EC) 2009/1223
2-Butyryl-3-Hydroxy-5-Thiocyclohexan-3-Yl-Cyclohex-2-En-1-One,94723-86-1,No,No,Yes,,(EU) 2019/831
2-Chloracetamide,79-07-2,Yes,No,Yes,,Ban Year: 2027 | (EU) 2019/831
2-Chloro-5-Nitro-N-Hydroxyethyl- P-Phenylenediamine And Its Salts,50610-28-1,No,Yes,No,,
"2-Chloro-5-Nitro-N-Hydroxyethyl-P-Phenylenediamine And Its Salts, When Used As A Substance In Hair Dye Products",50610-28-1,No,No,Yes,,(EC) 2009/1223
2-Chloro-6-Fluoro-Phenol,2040-90-6,No,No,Yes,,(EU) 2019/831
2-Chloro-6-Methylpyrimidin-4-Yldimethylamine (Crimidine-Iso),535-89-7,No,No,Yes,,(EC) 2009/1223
2-Chloro-6-Nitro-3-Phenoxyaniline,74070-46-5,No,No,Yes,,(EU) 2019/831
"2-Chloro-N-(2,6-Dimethylphenyl)-N-(1H-Pyrazol-1-Ylmethyl)Acetamide",67129-08-2,No,No,Yes,,(EU) 2019/831
2-Chloro-N-(2-Ethyl-6-Methylphenyl)-N-[(2S)-1-Methoxypropan-2-Yl]Acetamide,87392-12-9,No,No,Yes,,(EU) 2026/78
"2-Chlorobenzene-1,4-Diamine (2-Chloro-P-Phenylenediamine), Its Sulfate And Dihydrochloride Salts When Used As A Substance In Hair Dye Products, Including Eyebrow Dye Products, And Eyelash Dye Products","615-66-7, 61702-44-1, 615-46-3",No,No,Yes,,(EU) 2019/681
2-Cyano-N-[(Ethylamino)Carbonyl]-2-(Methoxyimino)Acetamide,"57966-95-7, 166900-80-7",No,No,Yes,,(EU) 2025/877
2-Diethylaminoethyl 3-Hydroxy-4-Phenylbenzoate And Its Salts,3572-52-9,No,No,Yes,,(EC) 2009/1223
2-Ethoxyethanol And Its Acetate,110-80-5/111-15-9,No,Yes,No,,
2-Ethoxyethanol And Its Acetate (2-Ethoxyethyl Acetate),"110-80-5, 111-15-9",No,No,Yes,,(EC) 2009/1223
"2-Ethyl-2-[[(1-Oxoallyl)Oxy]Methyl]-1,3-Propanediyl Diacrylate",15625-89-5,No,No,Yes,,(EU) 2023/1490
2-Ethylhexanoic Acid And Its Salts With The Exception Of Those Specified Elsewhere In Annex Vi To Regulation (Ec) No 1272/2008.,149-57-5,No,No,Yes,,(EU) 2023/1490
"2-Ethylhexanoic Acid, Nickel Salt","16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
"2-Ethylhexyl 10-Ethyl-4,4-Dimethyl-7-Oxo-8-Oxa-3,5-Dithia-4-Stannatetradecanoate",57583-35-4,No,No,Yes,,(EU) 2019/831
"2-Ethylhexyl 10-Ethyl-4,4-Dioctyl-7-Oxo-8-Oxa-3,5-Dithia-4-Stannatetradecanoate",15571-58-1,No,No,Yes,,(EU) 2019/831
"2-Ethylhexyl 10-Ethyl-4-[[2-[(2-Ethylhexyl)Oxy]-2-Oxoethyl]Thio]-4-Methyl-7-Oxo-8-Oxa-3,5-Dithia-4-Stannatetradecanoate",57583-34-3,No,No,Yes,,(EU) 2019/831
2-Ethylhexyl-2-Ethylhexanoate,7425-14-1,No,No,Yes,,(EU) 2019/831
"2-Ethylhexyl[[[3,5-Bis(1,1-Dimethylethyl)-4-Hydroxyphenyl]-Methyl]Thio]Acetate",80387-97-9,No,No,Yes,,(EC) 2009/1223
2-Ethylphenylhydrazine Hydrochloride,19398-06-2,No,No,Yes,,(EU) 2019/831
2-Hydroxypropyl Ammonium Dihydrogen Orthoborate,"68003-13-4, 12008-41-2, 12280-03-4, 10377-81-8, 12712-38-8, 1332-07-6, 12267-73-1, 13840-56-7, 1303-96-4, 12179-04-3",Yes,No,Yes,,Ban Year: 2027 | (EU) 2019/1966
2-Methoxy-4-Nitrophenol  And Its Salts,3251-56-7,No,Yes,No,,
"2-Methoxy-4-Nitrophenol (4-Nitroguaiacol) And Its Salts, When Used As A Substance In Hair Dye Products",3251-56-7,No,No,Yes,,(EC) 2009/1223
2-Methoxyethanol  And Its Acetate (2-Methoxyethyl Acetate),"109-86-4, 110-49-6",No,No,Yes,,(EC) 2009/1223
2-Methoxyethanol And Its Acetate,109-86-4/110-49-6,No,Yes,No,,
2-Methoxyethoxy)Ethanol (Diethylene Glycol Mono­Methyl Ether,111-77-3,No,No,Yes,,(EC) 2009/1223
"2-Methoxyethyl (Rs)-2- (4-Tert-Butylphenyl)-2-Cyano-3-Oxo- 3-(Α,Α,Α-Trifluoro-O-Tolyl)Propionate",400882-07-7,No,No,Yes,,(EU) 2021/850
2-Methoxyethyl Acrylate,3121-61-7,No,No,Yes,,(EU) 2021/1902
2-Methoxymethyl-P-Aminophenol And Its Hcl Salt,29785-47-5/135043-65-1,No,Yes,No,,
"2-Methoxymethyl-P-Aminophenol And Its Hcl Salt, When Used As A Substance In Hair Dye Products","135043-65-1, 29785-47-5",No,No,Yes,,(EC) 2009/1223
2-Methoxypropanol,1589-47-5,No,No,Yes,,(EC) 2009/1223
2-Methoxypropyl Acetate,70657-70-4,No,No,Yes,,(EC) 2009/1223
2-Methyl-1-(4-Methylthiophenyl)-2-Morpholino-Propan 1-One,71868-10-5,No,No,Yes,,(EU) 2019/831
2-Methyl-5-Tert-Butylthiophenol,,No,No,Yes,,(EU) 2019/831
"2-Methyl-M-Phenylene Diisocyanate (Toluene 2,6-Diisocyanate)",91-08-7,No,No,Yes,,(EC) 2009/1223
2-Methyl-M-Phenylenediamine,823-40-5,No,Yes,No,,
"2-Methyl-M-Phenylenediamine (Toluene-2,6-Diamine)",823-40-5,No,No,Yes,,(EC) 2009/1223
2-Methyl-N-(2-Methylacryloylaminomethoxymethyl)-Acrylamide And,,No,No,Yes,,(EC) 2009/1223
2-Methylaziridine,75-55-8,No,Yes,No,,
2-Methylaziridine (Propyleneimine),75-55-8,No,No,Yes,,(EC) 2009/1223
2-Methylheptylamine And Its Salts,540-43-2,No,No,Yes,,(EC) 2009/1223
2-Methylimidazole,693-98-1,No,No,Yes,,(EU) 2021/850
"2-Naphthalenesulfonic Acid, 7,7'-(Carbonyldiimino)Bis(4-Hydroxy-3-[[2-Sulfo-4-[(4-Sulfophenyl)Azo]Phenyl]Azo]-, And Its Salts, When Used As A Substance In Hair Dye Products","2610-10-8, 25188-41-4",No,No,Yes,,(EC) 2009/1223
"2-Naphthalenesulfonic Acid, 7,7'-Bisazo]Phenyl]Azo]-, And Its Salts",2610-10-8/25188-41-4,No,Yes,No,,
"2-Naphthalenesulfonic Acid, 7-(Benzoylamino)-4-Hydroxy-3-[[4-[(4-Sulfophenyl)Azo]Phenyl]Azo]- And Its Salts, When Used As A Substance In Hair Dye Products",2610-11-9,No,No,Yes,,(EC) 2009/1223
"2-Naphthalenesulfonic Acid, 7--4-Hydroxy-3-[[4-[Azo]Phenyl]Azo]- And Its Salts",2610-11-9,No,Yes,No,,
2-Naphthol,135-19-3,No,No,Yes,,(EC) 2009/1223
2-Nitro-N-Hydroxyethyl-P-Anisidine And Its Salts,57524-53-5,No,Yes,No,,
"2-Nitro-N-Hydroxyethyl-P-Anisidine And Its Salts, When Used As A Substance In Hair Dye Products",57524-53-5,No,No,Yes,,(EC) 2009/1223
2-Nitro-P-Phenylenediamine And Its Salts,5307-14-2/18266-52-9,No,Yes,No,,
"2-Nitro-P-Phenylenediamine And Its Salts, When Used As A Substance In Hair Dye Products","5307-14-2, 18266-52-9, 68239-83-8",No,No,Yes,,(EC) 2009/1223
2-Nitroanisole,91-23-6,No,Yes,Yes,,(EC) 2009/1223
2-Nitronaphthalene,581-89-5,No,No,Yes,,(EC) 2009/1223
2-Nitropropane,79-46-9,No,Yes,Yes,,(EC) 2009/1223
2-Nitrotoluene,88-72-2,No,No,Yes,,(EC) 2009/1223
"2-Pentylidenecyclohexanone, When Used As A Fragrance Ingredient",25677-40-1,No,No,Yes,,(EC) 2009/1223
"2-Phenylindan-1,3-Dione (Phenindione (Inn))",83-12-5,No,No,Yes,,(EC) 2009/1223
"2-Phenylindan-1,3-Dione )",83-12-5,No,Yes,No,,
2-[(4-Amino-2-Nitrophenyl)-Amino]-Benzoic Acid When Used As A Substance In Hair And Eyelash Dye Products,117907-43-4,No,No,Yes,,(EU) 2020/1683
"2-[(4-Chloro-2-Nitrophenyl)Amino]Ethanol (Hc Yellow No 12) And Its Salts, When Used As A Substance In Hair Dye Products",59320-13-7,No,No,Yes,,(EC) 2009/1223
"2-[(4-Chloro-2-Nitrophenyl)Azo)-N-(2-Methoxyphenyl)-3-Oxobutanamide (Pigment Yellow 73) And Its Salts, When Used As A Substance In Hair Dye Products",13515-40-7,No,No,Yes,,(EC) 2009/1223
"2-[2-(4-Chlorophenyl)-2-Phenylacetyl]Indan 1,3-Dione (Chlorophacinone - Iso)",3691-35-8,No,No,Yes,,(EC) 2009/1223
"2-[2-Chloro-4-(Methylsulfonyl)Benzoyl]Cyclohexane-1,3-Dione",99105-77-8,No,No,Yes,,(EU) 2019/831
2-[2-Hydroxy-3-(2-Chlorophenyl)Carbamoyl-1-Naphthylazo]-7-[2-Hydroxy-3-(3-Methylphenyl)Carbamoyl-1-Naphthylazo]Fluoren-9-One,151798-26-4,No,No,Yes,,(EC) 2009/1223
"2-[4-(Methylsulfonyl)- 2-Nitrobenzoyl]-1,3- Cyclohexanedione",104206-82-8,No,No,Yes,,(EU) 2021/1902
2-[4-Methoxybenzyl-N-(2-Pyridyl)Amino]Ethyldimethylamine Maleate (Mepyramine Maleate,59-33-6,No,No,Yes,,(EC) 2009/1223
2-[Amino]Ethanol  And Its Salts,59320-13-7,No,Yes,No,,
2-[Azo)-N--3-Oxobutanamide  And Its Salts,13515-40-7,No,Yes,No,,
"2-[[3,3'-Dichloro-4'-[[1[[(2,4-Dimethylphenyl)Amino]Carbonyl]-2-Oxopropyl]Azo][1,1'- Biphenyl]-4-Yl]Azo]-N-(2-Carboxylphenyl)-3- Oxo-Butanamide",,No,No,Yes,,(EU) 2019/831
"2-[[3,3'-Dichloro-4'-[[1[[(2,4-Dimethylphenyl)Amino]Carbonyl]-2-Oxopropyl]Azo][1,1'-Biphenyl]-4-Yl]Azo]-N-(2-Methylphenyl)-3-Oxo-Butanamide",,No,No,Yes,,(EU) 2019/831
2-{(Ez)-1-[(2Rs)-2-(4-Chlorophenoxy)Propoxyimino]Butyl}-3-Hydroxy-5-(Thian-3-Yl)Cyclohex-2-En-1-One,139001-49-3,No,No,Yes,,(EU) 2019/831
"2-{2-Chloro-4-(Methylsulfonyl)-3-[(2,2,2-Trifluoroethoxy)Methyl]Benzoyl}Cyclohexane-1,3-Dione",335104-84-2,No,No,Yes,,(EU) 2019/831
"2-{4-(2-Ammoniopropylamino)-6-[4-Hydroxy-3-(5-Methyl-2-Methoxy-4-Sulfamoylphenylazo)-2-Sulfonatonaphth-7-Ylamino]-1,3,5-Triazin-2-Ylamino}-2-Aminopropyl Formate",,No,No,Yes,,(EC) 2009/1223
"2-{[(4,6-Dimethoxypyrimidin-2-Yl)Carbamoyl]Sulfamoyl}-4-Formamido-N,N-Dimethylbenzamide",173159-57-4,No,No,Yes,,(EU) 2025/877
"2Rs,3Sr)-2-(4-Chlorophenyl)-3-Cyclopropyl-1-(1H-1,2,4-Triazol-1-Yl)Butan-2-Ol",94361-06-5,No,No,Yes,,(EU) 2019/831
"2Rs,4Sr)-1-{[2-(2,4- Dichlorophenyl)-4-Propyl-1,3- Dioxolan-2-Yl]Methyl}-1H- 1,2,4-Triazole",60207-90-1,No,No,Yes,,(EU) 2019/1966
"2Rs,4Sr)-4-Methyl-2-(1H-1,2,4-Triazol-1-Ylmethyl)-1,3-Dioxolan-2-Yl]Phenyl 4-Chlorophenyl Ether",119446-68-3,No,No,Yes,,(EU) 2025/877
3 And 4-(4-Hydroxy-4-Methylpentyl)Cyclohex-3-Ene-1-Carbaldehyde,"31906-04-4, 51414-25-6",No,No,Yes,,(EU) 2017/1410
"3',6'-Dihydroxy-4',5'-Diiodospiro(Isobenzofuran-1(3H),9'-[9H]Xanthene)-3-One","38577-97-8, 33239-19-9",No,No,Yes,,(EC) 2013/344
"3'-Ethyl-5',6',7',8'-Tetrahydro-5',5',8',8'-Tetramethyl-2'- Acetonaphthone Or 7-Acetyl-6-Ethyl-1,1,4,4-Tetramethyl-1,2,3,4-Tetrahydronaphtalen",88-29-9,No,Yes,No,,
"3'-Ethyl-5',6',7',8'-Tetrahydro-5',5',8',8'-Tetramethyl-2'-Acetonaphthone Or 7-Acetyl-6-Ethyl-1,1,4,4-Tetramethyl-1,2,3,4-Tetrahydronaphthalen (Aett",88-29-9,No,No,Yes,,(EC) 2009/1223
"3(Or5)-((4-(Benzylmethylamino)Phenyl)Azo)-1,2-(Or1,4)-Dimethyl-1H-1,2,4-Triazolium And Its Salts, When Used As A Substance In Hair Dye Products","89959-98-8, 12221-69-1",No,No,Yes,,(EC) 2009/1223
"3(Or5)-[[4-[(7-Amino-1-Hydroxy-3-Sulphonato-2-Naphthyl)Azo]-1-Naphthyl]Azo]Salicylic Acid And Its Salts, When Used As A Substance In Hair Dye Products","3442-21-5, 34977-63-4",No,No,Yes,,(EC) 2009/1223
"3,3'-(Sulfonylbis(2-Nitro-4,1-Phenylene)Imino)Bis(6-(Phenylamino))Benzenesulfonic Acid And Its Salts, When Used As A Substance In Hair Dye Products",6373-79-1,No,No,Yes,,(EC) 2009/1223
"3,3'-Dichlorobenzidine",91-94-1,No,Yes,Yes,,(EC) 2009/1223
